"","row","col","value"
"179","D522ROV1LPC1.10","D522ROV1PC202.0",0.987195467422096
"180","D515ROV1LPC.10","D522ROV1PC202.0",0.868810198300283
"181","D517ROV2LPC2.10","D522ROV1PC202.0",0.860849858356941
"182","D523ROV2LPC2.10","D522ROV1PC202.0",0.986940509915014
"183","D517ROV2PC203.10","D522ROV1PC202.0",0.765184135977337
"184","D519ROV2PC201.10","D522ROV1PC202.0",0.85042492917847
"185","D523ROV2LPC1.10","D522ROV1PC202.0",0.905070821529745
"186","D517ROV2LPC1.10","D522ROV1PC202.0",0.932662889518414
"187","D523ROV2LPC3.10","D522ROV1PC202.0",0.985722379603399
"188","D518ROV3LPC.10","D522ROV1PC202.0",0.965127478753541
"189","D519ROV3PC204.10","D522ROV1PC202.0",0.951954674220963
"190","D519ROV3LPC2.10","D522ROV1PC202.0",0.789263456090652
"191","D519ROV3PC205.10","D522ROV1PC202.0",0.825325779036827
"192","D518ROV3PC201.10","D522ROV1PC202.0",0.947903682719547
"193","D519ROV3PC203.10","D522ROV1PC202.0",0.801586402266289
"194","D519ROV3PC201.10","D522ROV1PC202.0",0.834079320113314
"195","D519ROV3LPC1.10","D522ROV1PC202.0",0.809745042492918
"196","D517ROV5PC201.10","D522ROV1PC202.0",0.926912181303116
"197","D517ROV5LPC.10","D522ROV1PC202.0",0.961359773371105
"198","D522ROV1LPC2.15","D522ROV1PC202.0",0.822011331444759
"199","D522ROV1PC202.15","D522ROV1PC202.0",0.805297450424929
"200","D522ROV1PC203.15","D522ROV1PC202.0",0.79328611898017
"201","D522ROV1PC204.15","D522ROV1PC202.0",0.965949008498584
"202","D515ROV1LPC.15","D522ROV1PC202.0",0.944305949008499
"203","D522ROV1PC201.15","D522ROV1PC202.0",0.706373937677054
"204","D522ROV1LPC1.15","D522ROV1PC202.0",0.854107648725212
"205","D515ROV1PC201.15","D522ROV1PC202.0",0.859065155807365
"206","D522ROV1PC205.15","D522ROV1PC202.0",0.899178470254957
"207","D523ROV2LPC3.15","D522ROV1PC202.0",0.976175637393768
"208","D523ROV2LPC2.15","D522ROV1PC202.0",0.98643059490085
"209","D517ROV2LPC1.15","D522ROV1PC202.0",0.810991501416431
"210","D523ROV2LPC1.15","D522ROV1PC202.0",0.954844192634561
"211","D517ROV2PC203.15","D522ROV1PC202.0",0.838640226628895
"212","D517ROV2LPC2.15","D522ROV1PC202.0",0.840764872521246
"213","D519ROV2PC201.15","D522ROV1PC202.0",0.96314447592068
"214","D519ROV3LPC2.15","D522ROV1PC202.0",0.757592067988669
"215","D518ROV3LPC.15","D522ROV1PC202.0",0.947252124645892
"216","D519ROV3PC205.15","D522ROV1PC202.0",0.780254957507082
"217","D519ROV3PC203.15","D522ROV1PC202.0",0.882067988668555
"218","D519ROV3LPC1.15","D522ROV1PC202.0",0.745949008498584
"219","D519ROV3PC204.15","D522ROV1PC202.0",0.917960339943343
"220","D517ROV5PC201.15","D522ROV1PC202.0",0.787818696883853
"221","D517ROV5LPC.15","D522ROV1PC202.0",0.969886685552408
"222","D515ROV1PC201.20","D522ROV1PC202.0",0.970906515580737
"223","D522ROV1PC202.20","D522ROV1PC202.0",0.826770538243626
"224","D522ROV1PC205.20","D522ROV1PC202.0",0.954759206798867
"225","D522ROV1LPC1.20","D522ROV1PC202.0",0.982266288951841
"226","D522ROV1PC203.20","D522ROV1PC202.0",0.851161473087819
"227","D522ROV1PC201.20","D522ROV1PC202.0",0.814334277620397
"228","D522ROV1PC204.20","D522ROV1PC202.0",0.96084985835694
"229","D522ROV1LPC2.20","D522ROV1PC202.0",0.966770538243626
"230","D515ROV1LPC.20","D522ROV1PC202.0",0.811558073654391
"231","D523ROV2LPC1.20","D522ROV1PC202.0",0.905580736543909
"232","D517ROV2LPC2.20","D522ROV1PC202.0",0.843229461756374
"233","D517ROV2LPC1.20","D522ROV1PC202.0",0.964929178470255
"234","D517ROV2PC203.20","D522ROV1PC202.0",0.750084985835694
"235","D523ROV2LPC2.20","D522ROV1PC202.0",0.985184135977337
"236","D523ROV2LPC3.20","D522ROV1PC202.0",0.98413597733711
"237","D519ROV2PC201.20","D522ROV1PC202.0",0.978951841359773
"238","D519ROV3PC203.20","D522ROV1PC202.0",0.848951841359773
"239","D518ROV3LPC.20","D522ROV1PC202.0",0.974390934844193
"240","D519ROV3LPC1.20","D522ROV1PC202.0",0.771416430594901
"241","D519ROV3LPC2.20","D522ROV1PC202.0",0.712492917847026
"242","D519ROV3PC204.20","D522ROV1PC202.0",0.851558073654391
"243","D517ROV5LPC.20","D522ROV1PC202.0",0.975892351274788
"244","D517ROV5PC201.20","D522ROV1PC202.0",0.91385269121813
"245","D522ROV1LPC2.25","D522ROV1PC202.0",0.820254957507082
"246","D522ROV1PC203.25","D522ROV1PC202.0",0.748725212464589
"247","D522ROV1PC201.25","D522ROV1PC202.0",0.867365439093484
"248","D515ROV1LPC.25","D522ROV1PC202.0",0.797110481586402
"249","D522ROV1PC202.25","D522ROV1PC202.0",0.877988668555241
"250","D515ROV1PC201.25","D522ROV1PC202.0",0.982039660056657
"251","D522ROV1PC205.25","D522ROV1PC202.0",0.932152974504249
"252","D522ROV1LPC1.25","D522ROV1PC202.0",0.947025495750708
"253","D522ROV1PC204.25","D522ROV1PC202.0",0.982436260623229
"254","D517ROV2LPC2.25","D522ROV1PC202.0",0.939461756373938
"255","D517ROV2PC203.25","D522ROV1PC202.0",0.802832861189802
"256","D523ROV2LPC3.25","D522ROV1PC202.0",0.972946175637394
"257","D523ROV2LPC1.25","D522ROV1PC202.0",0.822096317280453
"258","D523ROV2LPC2.25","D522ROV1PC202.0",0.984872521246459
"259","D517ROV2LPC1.25","D522ROV1PC202.0",0.828980169971671
"260","D519ROV3PC204.25","D522ROV1PC202.0",0.884277620396601
"261","D519ROV3LPC1.25","D522ROV1PC202.0",0.821529745042493
"262","D519ROV3LPC2.25","D522ROV1PC202.0",0.76413597733711
"263","D518ROV3LPC.25","D522ROV1PC202.0",0.900963172804533
"264","D517ROV5LPC.25","D522ROV1PC202.0",0.978271954674221
